ip,blocked
202.27.130.0/23,1
202.27.161.0/24,1
202.27.162.0/23,1
202.27.164.0/22,1
202.27.168.0/24,1
202.27.205.0/24,1
202.27.206.0/23,1
202.27.229.0/24,1
202.27.230.0/23,1
202.36.28.0/24,1
202.36.74.0/24,1
202.36.87.0/24,1
202.36.116.0/23,1
202.36.122.0/23,1
202.36.160.0/23,1
202.37.40.0/23,1
202.37.46.0/23,1
202.37.52.0/23,1
202.37.133.0/24,1
202.37.152.0/24,1
202.37.166.0/24,1
202.37.199.0/24,1
202.37.235.0/24,1
202.39.112.0/20,1
202.40.32.0/19,1
202.40.64.0/18,1
202.47.89.0/24,1
202.47.160.0/19,1
202.49.33.0/24,1
202.49.114.0/24,1
202.49.248.0/24,1
202.50.48.0/24,1
202.50.76.0/23,1
202.50.242.0/24,1
202.56.56.0/24,1
202.61.80.0/22,1
202.61.108.0/24,1
202.68.0.0/18,1
202.77.138.0/23,1
202.83.0.0/22,1
202.86.0.0/22,1
202.124.241.178,1
202.134.56.0/23,1
202.137.252.0/22,1
202.146.184.0/23,1
202.148.32.0/20,1
202.148.176.0/20,1
202.158.248.0/22,1
202.181.97.76,1
202.183.0.0/19,1
202.189.80.0/20,1
202.254.234.152,1
203.0.113.0/24,1
203.1.91.0/24,1
203.2.151.0/24,1
203.2.200.0/22,1
203.3.88.0/22,1
203.5.199.0/24,1
203.8.223.0/24,1
203.9.0.0/19,1
203.9.195.0/24,1
203.9.196.0/22,1
203.9.208.0/24,1
203.9.210.0/23,1
203.9.212.0/22,1
203.9.216.0/23,1
203.9.219.0/24,1
203.11.91.0/24,1
203.12.86.0/24,1
203.12.252.0/22,1
203.13.231.0/24,1
203.14.18.0/24,1
203.15.16.0/22,1
203.16.11.0/24,1
203.17.137.0/24,1
203.17.177.0/24,1
203.17.189.0/24,1
203.18.39.0/24,1
203.18.104.0/24,1
203.18.111.0/24,1
203.18.156.0/22,1
203.19.5.0/24,1
203.19.240.0/24,1
203.20.42.0/24,1
203.20.73.0/24,1
203.22.108.0/23,1
203.22.167.0/24,1
203.23.1.0/24,1
203.23.52.0/24,1
203.23.70.0/24,1
203.23.74.0/24,1
203.23.77.0/24,1
203.23.188.0/23,1
203.24.38.0/24,1
203.24.179.0/24,1
203.24.188.0/24,1
203.25.66.0/24,1
203.25.136.0/24,1
203.25.161.0/24,1
203.26.47.0/24,1
203.26.218.0/24,1
203.26.240.0/23,1
203.27.34.0/24,1
203.28.53.0/24,1
203.28.57.0/24,1
203.28.134.0/23,1
203.28.252.0/23,1
203.29.200.0/22,1
203.30.221.0/24,1
203.31.88.0/23,1
203.31.169.0/24,1
203.31.210.0/24,1
203.32.86.0/23,1
203.32.188.0/24,1
203.34.70.0/23,1
203.34.82.0/24,1
203.34.125.0/24,1
203.34.238.0/24,1
203.34.241.0/24,1
203.55.68.0/24,1
203.57.85.0/24,1
203.86.252.0/22,1
203.88.111.122,1
203.99.144.0/21,1
203.100.57.0/24,1
203.111.252.0/22,1
203.114.236.0/22,1
203.145.32.0/19,1
203.156.192.80,1
203.156.197.0/24,1
203.160.130.0/23,1
203.169.0.0/22,1
203.169.52.0/22,1
203.175.96.0/20,1
203.175.124.0/22,1
203.191.64.0/18,1
203.191.134.0/23,1
203.195.0.0/18,1
203.223.88.0/23,1
204.2.189.0/24,1
204.14.80.0/22,1
204.19.38.0/23,1
204.44.32.0/20,1
204.44.224.0/20,1
204.52.96.0/19,1
204.52.255.0/24,1
204.57.16.0/20,1
204.75.147.0/24,1
204.75.228.0/24,1
204.80.198.0/24,1
204.86.16.0/20,1
204.87.199.0/24,1
204.89.224.0/24,1
204.106.128.0/18,1
204.106.192.0/19,1
204.107.208.0/24,1
204.126.244.0/23,1
204.128.151.0/24,1
204.128.180.0/24,1
204.130.16.0/20,1
204.130.167.0/24,1
204.141.204.0/24,1
204.147.64.0/21,1
204.194.64.0/21,1
204.225.159.0/24,1
204.225.210.0/24,1
204.232.0.0/18,1
204.238.137.0/24,1
204.238.170.0/24,1
204.238.183.0/24,1
205.137.0.0/20,1
205.142.104.0/22,1
205.144.0.0/20,1
205.144.171.124,1
205.144.176.0/20,1
205.148.128.0/17,1
205.151.128.0/19,1
205.159.45.0/24,1
205.159.174.0/24,1
205.159.180.0/24,1
205.166.77.0/24,1
205.166.84.0/24,1
205.166.130.0/24,1
205.166.168.0/24,1
205.166.211.0/24,1
205.172.244.0/22,1
205.175.160.0/19,1
205.189.71.0/24,1
205.189.72.0/23,1
205.203.0.0/19,1
205.203.224.0/19,1
205.207.134.0/24,1
205.210.107.0/24,1
205.210.139.0/24,1
205.210.171.0/24,1
205.210.172.0/22,1
205.214.96.0/19,1
205.214.128.0/19,1
205.233.224.0/20,1
205.236.185.0/24,1
205.236.189.0/24,1
205.237.88.0/21,1
206.41.160.0/19,1
206.51.29.0/24,1
206.124.104.0/21,1
206.130.188.0/24,1
206.143.128.0/17,1
206.189.61.126,1
206.195.224.0/19,1
206.197.28.0/23,1
206.197.77.0/24,1
206.197.165.0/24,1
206.209.80.0/20,1
206.223.17.0/24,1
206.224.160.0/19,1
206.226.0.0/18,1
206.227.64.0/18,1
207.10.232.16,1
207.10.232.21,1
207.22.192.0/18,1
207.45.224.0/20,1
207.90.0.0/18,1
207.110.64.0/18,1
207.110.128.0/18,1
207.183.192.0/19,1
208.12.64.0/19,1
208.73.208.0/22,1
208.90.32.0/21,1
208.91.197.26/31,1
208.91.197.66,1
208.91.197.91,1
208.93.4.0/22,1
208.109.80.14,1
209.66.128.0/19,1
209.95.192.0/19,1
209.99.40.222/31,1
209.99.64.33,1
209.99.128.0/18,1
209.140.30.61,1
209.145.0.0/19,1
209.160.65.66,1
209.161.96.0/20,1
209.182.64.0/19,1
209.242.192.0/19,1
210.56.144.0/21,1
210.57.128.0/18,1
210.57.192.0/20,1
210.79.128.0/18,1
210.87.64.0/18,1
210.172.183.32,1
211.43.203.53,1
212.12.54.87,1
212.18.96.0/19,1
212.23.192.0/19,1
212.57.32.149,1
212.85.106.71,1
212.95.144.0/22,1
212.162.152.0/22,1
213.109.144.0/20,1
213.109.192.0/20,1
213.130.88.0/22,1
213.173.36.0/22,1
213.176.20.0/22,1
213.176.50.208,1
213.186.33.5,1
213.186.33.19,1
213.186.33.87,1
213.247.0.0/19,1
213.247.47.190,1
216.40.47.17,1
216.179.128.0/17,1
217.8.116.0/22,1
217.20.116.129,1
217.20.116.130/31,1
217.20.116.132/30,1
217.20.116.136/29,1
217.20.116.145,1
217.20.116.146/31,1
217.20.116.148/30,1
217.20.116.152/31,1
217.26.53.16,1
217.26.63.20,1
217.70.184.38,1
217.74.71.168,1
217.114.32.0/20,1
217.116.16.235,1
217.119.128.0/20,1
217.160.0.27,1
217.160.0.59,1
217.160.0.169,1
217.160.0.225,1
217.160.0.231,1
217.160.0.239,1
217.160.122.61,1
217.160.223.127,1
217.160.233.84,1
219.94.129.157,1
219.235.5.224,1
220.154.0.0/16,1
220.158.225.187,1
221.132.192.0/18,1
223.0.0.0/15,1
223.130.8.0/22,1
223.169.0.0/16,1
223.173.0.0/16,1
223.254.0.0/16,1
224.0.0.0/3,1
